TEMP	HUMID	SOLAR	WIND	!WBE
54.5	0.0033	526	2.97	859.55
58.2	0.0032	612.4	4.67	877.93
60.9	0.0031	666.1	4.01	878.62
63	0.0024	612.9	5.56	892.08
64.7	0.0022	548	5.47	905.99
65.4	0.002	418.7	6.87	887.47
65.5	0.0019	209	7.12	836.91
64.5	0.0021	34.5	5.02	713.54
62.3	0.0024	0.4	4.54	681.81
59.8	0.0027	0.4	6.24	678.07
59.2	0.0028	0.5	6.38	684.38
58.2	0.0029	0.5	9.01	674.29
55.6	0.0031	0.6	11.02	626.94
53.9	0.0034	0.6	9.29	588.5
52.1	0.0045	0.9	6.77	563.38
51	0.0052	1	8.26	550.18
50.3	0.0057	1.1	7.87	533.33
49.9	0.006	1.2	8.26	526.21
49.3	0.0063	1.2	5.78	523.59
49.6	0.0067	1.4	4.09	522.14
49.9	0.0071	1.2	4.53	565.26
49.9	0.0076	9.9	3.47	651.15
49.4	0.004361	67	5.79	791.86
51.7	0.0082	148.5	3.68	848.89
54	0.0087	222.2	7.38	870.78
58.5	0.0094	405.5	7.83	870.58
63.4	0.0083	429.9	10.97	867.96
66.2	0.0069	618.8	11.48	883.18
68.5	0.006	537.3	13.31	893.49
69.7	0.0054	347.4	10.23	887.08
69.7	0.0054	96.8	7.95	852.38
69.5	0.0052	32.3	6.54	732.9
68.2	0.0054	-0.2	5.4	659.04
66.5	0.0057	-0.1	1.43	651.01
65.4	0.0057	0.1	0.76	650.73
64.2	0.0059	0.4	0.05	629.86
64.2	0.0061	0.3	1.43	593.59
62.3	0.0062	0.3	2.79	556.38
63.5	0.0063	0.1	5.38	541.72
60	0.0076	0.3	2.39	518.83
60.5	0.0091	0.4	2.23	508
60.2	0.0098	0.4	6.53	508.11
57.3	0.0098	0.4	5.42	505.98
57.8	0.0093	0.5	0.85	508.98
57.5	0.0098	0.5	1.12	554.3
57	0.01	1.7	5.88	636.56
56.9	0.006678	7.7	5.8	744.86
57.3	0.007476	31.4	3.65	825.02
57.9	0.00809	56	2.92	862.15
59.1	0.008781	69.4	5.34	875.52
60.4	0.00784	58.9	3.67	856.94
60.6	0.0097	56	5.09	866.5
60.8	0.008515	30.6	6.43	885.59
59	0.007924	68.5	6.89	871.81
60.3	0.008246	52.6	4.88	830.92
60.8	0.009205	27	6.73	739.54
60.5	0.006911	0.3	4.14	690.4
59.3	0.0092	0.3	9.27	669.5
54.5	0.0035	0.6	12.81	662.78
52.6	0.003	1	13.07	641.65
51.6	0.0024	1	13.68	599.01
50.5	0.0022	1.1	14.58	581.68
48.8	0.0014	1.2	16.63	556.54
46.8	0.0016	1.4	15.84	531.43
44.2	0.002	1.5	15.69	524.34
41.7	0.0023	1.7	15.73	525.71
40.5	0.0024	1.8	14.41	517.5
39.4	0.0024	1.8	12.23	522.46
38.3	0.0026	2	12.46	562.86
38	0.0026	21.4	11.7	634.35
38	0.0026	177.8	11.64	761.08
39.9	0.0022	370.3	11.43	837.01
42.5	0.0019	539.2	10.93	877.67
45.1	0.0017	656.8	9.68	875.24
47.8	0.0012	711	8.12	865
49.9	0.0003	698.8	11.61	876.46
51.1	0.0006	611.4	9	891.6
51.9	0.0002	465	12.8	881.43
52.4	0.0003	271.7	11.94	836.13
52.1	0.0004	74.6	7.24	718.25
50.6	0.0006	1.4	2.01	671.66
49.6	0.0007	1.2	3.12	656.67
49.4	0.0007	1.2	4.01	659.24
49	0.0007	1.4	4.62	637.65
47.5	0.0013	1.2	5.8	591.69
44.2	0.002	1.6	7.33	566.75
43.5	0.0021	1.5	7.41	552.36
43.5	0.0014	1.5	8.61	538.28
41.9	0.0013	1.6	9.58	527.87
41.6	0.0013	1.7	7.82	519.2
40.9	0.0014	1.7	8.14	519.82
40	0.0016	1.7	8.79	529.07
39.4	0.0018	2	8.51	568.43
39.4	0.002	21.9	8.09	639.69
40.8	0.0022	178.3	9.17	751.88
46	0.0023	370.8	7.94	836.4
52.3	0.0015	541.2	11.35	869.28
56	0.0008	658.8	12.76	876.47
58.2	0.0003	715.4	13.67	847.99
59.9	0.0001	697.3	13.77	866.06
61.1	0.003788	611.9	14.46	886.67
61.6	0.0007	465.5	13.42	871.65
61.5	0.0015	273.2	14.26	822.13
59.8	0.0023	73.8	14.34	673.42
57.1	0.003	0.6	12.8	623.75
54.9	0.0036	0.5	14.64	610.36
53.8	0.0042	0.5	11.86	604.76
52.1	0.0046	0.6	8.66	600.27
50.8	0.0049	0.9	8.79	565.52
51.1	0.0056	0.9	9.18	546.31
52.3	0.0063	0.9	10.27	534.5
51.3	0.0064	0.9	10.22	520.45
50.7	0.0069	1	6.91	507.78
50.4	0.0074	1.1	9.06	507.65
50.2	0.0077	1.1	9.43	505.87
51.3	0.0081	1.1	8.74	506.5
51.4	0.005509	1	8.92	504.78
52.5	0.005512	19.2	11.31	494.03
53.8	0.0089	161.9	8.34	493.96
56.7	0.0093	342	10.34	509.13
62.1	0.0089	387.4	12.84	534.01
65.8	0.0079	439.6	14.89	541.91
68	0.0071	665.6	13.78	540.82
69.3	0.0065	582.2	12.05	549.16
70.2	0.0063	465.5	10.2	559.4
70.6	0.0064	356.7	9.99	562.17
69.5	0.0065	116.1	9.45	554.83
68.3	0.007	23.6	9.97	546.76
66.8	0.0071	-0.2	9.51	546.6
65.7	0.0078	-0.2	6.71	535.67
64.4	0.0085	-0.2	5.98	524.62
63.1	0.0089	-0.1	6.22	521.71
62	0.0093	0	6.15	523.05
61	0.0098	0	5.14	518.88
59.9	0.011	0.3	3.5	512.53
59.2	0.008966	0.3	4.21	503.56
58.6	0.006687	0.4	4.32	498.83
52.4	0.006532	0.5	6.33	498.06
47.8	0.005142	0.9	8.27	494.09
46.1	0.0045	1.1	8.96	494.78
45.1	0.004709	1.2	9.23	499.58
45	0.004303	7.9	7.71	490.7
44.6	0.004091	30.9	8.87	487.14
44.6	0.004258	66.8	9.46	499.19
44.6	0.00423	46.3	7.39	516.62
45.1	0.003857	85.1	7.55	529.54
45.1	0.00373	52.1	7.77	533.27
44.8	0.003898	35.5	8.66	538.26
44	0.003427	57.2	9.29	544.54
43.8	0.003569	40.6	9.24	546
42.7	0.003341	15.3	9.46	543.88
41.9	0.003207	5.9	10.84	533.76
42	0.003046	1.7	9.06	545.23
41.8	0.002964	1.6	9.46	541.34
41.6	0.00263	1.6	12.61	572.55
41.6	0.002577	1.6	9.32	580.15
41.5	0.002494	1.7	9.05	566.3
39.5	0.003256	1.8	8.3	549.29
39	0.003129	2	7.4	531.98
38.7	0.003263	2.1	7.08	530.51
37.6	0.003133	2.1	6.82	523.78
36.5	0.0045	2.2	7.05	518.73
34.9	0.002891	2.3	6.68	512.96
33.9	0.004	2.5	6.19	515.57
33.7	0.0037	2.5	5.11	561.5
32.4	0.0036	25.3	5.45	649.37
34.7	0.0032	189.5	5.19	649.37
39.6	0.0027	389.4	4.3	649.37
44.7	0.0024	563.1	1.77	884.89
49	0.0017	685.6	2.52	887.04
52.1	0.0011	742.7	1.57	875.71
53.4	0.0009	723.2	1.91	892.37
54.6	0.0008	637.3	3.27	916.97
54.8	0.001	492.3	5.15	919.38
55.4	0.0006	300.5	4.49	866.72
55.1	0.0008	89.9	3.8	738.07
52.9	0.0008	1.2	3.57	687.99
51	0.001	1.1	5.78	657.76
49.4	0.0014	1.2	5.96	658.44
47.8	0.0019	1.4	8.63	643.38
46.7	0.0025	1.5	8.82	609.72
46	0.0029	1.5	9.64	593.77
44.1	0.0031	1.6	9.2	550.23
43.8	0.0029	1.7	8.11	530.58
43.8	0.0033	1.6	8.04	526.58
42.7	0.0034	1.7	5.91	523.8
42.4	0.0035	1.8	4.82	514.38
42.5	0.0036	1.8	4.4	515.53
42.4	0.004	1.8	2.81	545.45
41.9	0.004	27.5	6.87	650.58
43.1	0.0044	148	5.95	784.87
47.3	0.0036	404	9.47	853.96
52	0.0029	432.3	7.41	883.35
56	0.0018	597.3	5.47	904.06
58.9	0.0013	735.4	3.57	877.84
62.9	0.001	711.5	2.39	890.17
64.6	0.0006	622.7	2.38	908.86
66	0.0006	491.9	2.38	900.39
66.3	0.0003	295.7	4.64	858.11
64.7	0.0009	78	5.18	760.05
61.6	0.0018	0.6	3.66	684.88
58.8	0.002	0.6	5.59	674.62
56.3	0.002	0.7	5.19	671.28
54.9	0.0024	0.9	3.76	661.25
53.2	0.0026	1	5.55	619.81
52.6	0.0027	1.1	6.37	588.21
52.6	0.0026	1	7.65	566.36
49.4	0.0032	1.2	6.36	564.49
49.4	0.0035	1.4	5.68	569.78
46.9	0.0036	1.4	4.56	563.63
45.2	0.0038	1.6	5.03	551.56
46.8	0.0044	1.4	6.43	545.75
46.2	0.0049	1.4	5.37	567
46.3	0.0054	7.9	5.62	635.28
48.4	0.0057	40.2	6.38	762.6
52.4	0.0058	123.9	6.63	852.27
56.5	0.0069	113.9	8.34	886.29
58.1	0.0079	93.8	9.66	895.27
59.3	0.0085	74.6	8	875.32
60.8	0.0094	85.1	9.85	897.92
62	0.0103	125.1	12.21	899.95
62.4	0.0115	48.7	10.67	890.9
62.5	0.00795	19.9	10.37	839.77
62.8	0.009095	4.7	10.19	723.78
63.8	0.009231	0.1	10.09	675.57
64.8	0.008917	-0.1	9.54	661.38
64.8	0.009139	-0.1	9.97	651.91
64.8	0.009122	-0.1	8.97	640.25
64.5	0.008695	-0.2	9.25	621.62
63.4	0.01126	-0.1	6.8	581.38
63.6	0.011686	-0.1	8	569.45
64.5	0.0114	0	8.99	562.77
65	0.012468	0	7.91	555.48
64.8	0.012243	-0.1	8.47	549.58
64.9	0.011992	-0.1	9.41	535.93
65.3	0.012284	-0.1	10.61	532.96
65.4	0.011611	-0.1	12.62	569.71
66.1	0.011208	1.4	15.09	651.81
57.6	0.0101	14	16.39	771.43
55.5	0.006526	40.2	8.39	840.92
56.2	0.00701	96	3.6	868.43
57.5	0.00601	88.5	3.4	890.37
57.6	0.006052	115.3	4.68	874.51
58.7	0.00637	369.4	12.17	886.47
61.8	0.006655	406.4	10.15	906.53
64.8	0.0119	77.7	4.61	904.54
63	0.012	16.2	3.4	849.93
61.3	0.009271	5.4	3.94	763.3
53.2	0.003157	0.4	23.94	694.8
53.3	0.005716	0.7	9.55	664.55
54.7	0.009	0.7	2.83	666.91
54.1	0.0089	0.6	3.36	662.33
52.9	0.00322	0.5	3.65	623.62
53.1	0.007017	0.6	5.63	573.72
53.1	0.006085	0.6	5.61	553.85
53	0.005914	0.7	5.55	546.84
52.6	0.00621	0.9	3.58	536.3
51.4	0.005247	0.9	2.27	526.2
50.6	0.004938	1	0.82	521.71
48.6	0.004401	1	1.55	522.91
47.8	0.004121	1.1	0.83	557.43
47.7	0.004368	23.6	2.91	627.38
49.3	0.004237	144.1	4.13	765.66
52.8	0.004761	223.4	4.61	852.25
55.1	0.004911	196.8	3.97	883.68
57.5	0.005311	207.3	3.03	897.7
62.1	0.006818	167.3	3.86	880.12
66.2	0.008424	151.4	3.95	883.57
69.7	0.009063	129.7	2.63	871.43
70.8	0.009377	163.4	2.15	841.94
73.1	0.009986	136.1	2.59	810.82
73.6	0.011291	33.1	3.42	679.75
73.8	0.014621	0	4.96	641.74
73.3	0.013436	-0.3	3.41	620.67
73.2	0.012893	-0.5	2.43	605.29
72.5	0.011599	-0.3	2.21	573.96
72.3	0.010869	-0.3	1.68	539
72.2	0.014899	-0.2	1.7	535.15
71.8	0.014677	-0.3	2.72	529.95
71.8	0.015953	-0.2	3.24	513.06
72.1	0.016387	-0.3	4.53	505.24
71.9	0.01642	-0.3	4.41	500.39
64.3	0.010942	-0.1	11.55	499.23
59.5	0.00744	0.4	15.99	500.02
56.6	0.005542	0.5	16.36	499.62
52.1	0.005426	2.3	13.17	494.55
51	0.005064	18.2	11.12	489.74
50.4	0.005097	48.2	10.16	517.35
51	0.004749	96.3	9.43	544.12
52.8	0.0083	188	11.96	565.46
54.2	0.0075	334.2	14.03	575.3
57.1	0.0068	655.4	16.18	586.68
55.8	0.0063	592.9	13.59	592.07
56.3	0.0059	480.1	14	596.41
55.5	0.0057	293.7	14.27	595.46
54.3	0.0057	88.7	11.26	575.04
52.4	0.0058	2.2	8.44	573.76
50.3	0.006	1.2	7.98	563.01
49.4	0.0057	1.4	7.8	558.11
47.6	0.0055	1.5	7	559.76
47	0.0051	1.5	7.38	564.07
45.9	0.005	1.5	9.19	547.98
46	0.0046	1.6	10.88	532.66
45	0.0046	1.7	9.62	518.56
43.4	0.0047	1.7	8.73	512.64
42.4	0.0047	2	6.88	509.54
41.3	0.0047	2	7.26	508.17
40.9	0.0045	2.1	8.81	508.18
41	0.0044	2.1	8.16	506.83
40.8	0.0044	30.4	6.21	491.38
42.4	0.0044	200.2	5.76	492.62
45.8	0.0043	404	7.96	501.91
50.1	0.0036	583.1	8.78	524.86
53.8	0.0027	706.1	8.42	547.91
56.3	0.002	764.7	9.13	555.52
58.3	0.0018	749.6	7.58	555.93
59.9	0.0015	663.7	7.6	561.57
61.1	0.0012	517.2	7.5	574.46
61.5	0.0012	321	6.35	578.43
59.7	0.0023	107.3	7.18	569.3
56.8	0.003	1.7	4.51	573.11
54.8	0.0027	1	3.86	580.23
53.3	0.0023	1.2	3.57	578.69
51.4	0.0024	1.2	3.98	572.72
50.4	0.0024	1.5	2.49	556.02
50.8	0.0024	1.6	2.49	542.11
50.4	0.0024	1.7	2.49	526.01
50.1	0.0024	1.8	0.3	513.21
48.4	0.0026	1.7	1.62	500.76
47.4	0.0024	1.8	4.17	495.76
45.6	0.0026	1.8	4.86	498.35
41.9	0.0032	2	2.5	504.53
41.5	0.0035	2.2	4.19	543.79
40.6	0.0042	30.4	6.19	641.87
43	0.0046	199.5	6.79	769.65
48.3	0.0051	399.6	12.04	860.19
53.2	0.0044	573.4	13.04	899.07
56.1	0.0039	692.5	11.03	909.79
58.5	0.0036	694.9	10.78	896.89
60	0.0035	611.4	9.22	900.46
60.9	0.004	551.4	8.86	916.85
61	0.0047	466	9.96	921.74
59.9	0.0051	231.2	9.67	862.66
58.6	0.0057	65.5	10.22	741.01
57.5	0.0061	1	9.15	678.05
56.4	0.0065	0.6	8.8	664.81
54.8	0.0069	0.7	8.89	651.7
53.8	0.0073	0.9	7.01	646.86
54.3	0.0078	0.9	7.63	615.55
54.5	0.0081	0.7	8.36	590.61
54.7	0.0086	0.9	7.78	558.52
55.2	0.0091	0.9	2.39	551
54.9	0.005579	0.7	2.37	540.85
55	0.004695	0.7	1.09	526.01
54.6	0.004985	0.7	2.44	521.69
54.6	0.004398	0.7	0.69	521.96
55	0.004453	0.7	2.8	552.88
54.4	0.004298	15.8	3.83	643.6
54.8	0.004522	110.7	4.1	786.24
57.1	0.004971	189.5	5.14	861.75
57.8	0.005254	160.5	6.32	882.9
60.6	0.0113	523.6	8.84	892.45
64.2	0.0093	431.8	7.64	893.1
67.3	0.0071	616.3	7.03	905.74
69.7	0.0043	621.2	7.17	905.21
70.7	0.004	468.4	5.68	903.48
70.7	0.0045	170.7	5.36	870.25
70.3	0.0046	45.8	2.05	769.67
69.3	0.0047	0.6	0.06	681.67
68.1	0.0048	0.3	0.15	662.46
66.7	0.0044	0.4	0.62	677.63
65.7	0.0036	0.4	0.49	666.84
64.4	0.0038	0.5	2.27	644.53
62.7	0.0037	0.5	2.75	593.21
60.4	0.0043	0.6	2.23	556.71
58.5	0.005	0.7	2.35	551.4
58.5	0.0051	0.7	1.62	539.32
57.5	0.0045	0.9	2.52	528.99
56.4	0.0047	0.9	3.54	525.12
54	0.0055	1	1.53	519.92
54	0.0054	1.1	0.82	546.47
51.8	0.0056	21.4	2.99	626.88
52.3	0.0064	205.1	3.56	782.36
56.8	0.0077	353.3	2.24	858.14
61.7	0.0086	449.9	2.48	888.34
66.6	0.0068	648.5	2.94	904.7
70.2	0.0038	711.5	3.72	885.15
71.3	0.0037	718.3	3.3	890.2
72.7	0.0021	530.4	3.81	903.4
72.5	0.0019	232.9	3.94	914.17
71.6	0.0033	86.8	4.82	860.31
70.4	0.0047	20.6	3.68	736.98
68.6	0.0059	0.4	4.08	667.71
67.5	0.0075	0.3	3.17	652.52
66.2	0.009	0.4	4.09	643.69
65	0.0116	0.4	4.96	631.72
64.2	0.006604	0.5	6.34	593.68
63.9	0.010319	0.5	6.3	552.45
64	0.00955	0.5	5.12	536.15
63.6	0.010206	0.6	5.72	529.77
63.5	0.009936	0.6	4.67	528.14
63.3	0.010186	0.7	4.6	519.74
63.3	0.00967	0.6	5.46	520.65
63	0.010111	0.6	5	521.64
63.1	0.009409	0.6	3.9	556.84
63.4	0.008674	3.8	4.08	638.67
63.7	0.008578	54.6	3.15	769.22
66.1	0.010005	115.8	6	859.45
67.9	0.010557	139.5	7.98	888.38
70.2	0.01076	299.6	7.17	899.67
72.5	0.0174	308.8	7.92	889.13
74.7	0.0162	506	10.02	914.07
76.4	0.0135	467.9	12.3	913.46
76.8	0.013	195.9	10.73	914.51
77.2	0.0129	136.3	11.24	879.96
77.1	0.0132	53.8	11.75	766.08
75.5	0.0142	0.5	10.74	680.93
73.8	0.0156	-0.2	10.33	658.16
72.5	0.0173	-0.1	11.18	663.95
72.6	0.014839	-0.1	9.69	663.13
72.7	0.014288	-0.1	9.01	647.11
72.7	0.017239	-0.1	8.06	601.8
72	0.016344	0	8.37	586.5
72.3	0.016497	0	8.42	579.23
72.9	0.016935	-0.1	9.1	570.38
72.3	0.01613	-0.1	10.36	563.51
71.7	0.016714	-0.1	9.73	562.85
71.5	0.015947	0	9.34	571.4
71.5	0.015648	0	10.67	600.58
71.5	0.015523	7.7	8.95	660.26
72.1	0.015186	24.8	8.35	770.84
72.5	0.016447	49.2	7	853.24
73	0.018459	39.9	7.16	904.07
73.5	0.018463	60.7	7.48	914.32
73.7	0.0181	63.6	10.64	887.36
73.6	0.017412	94.1	10.12	891.4
73.5	0.009565	58.9	7.41	884.41
74.9	0.0189	253	9.15	863.12
76.6	0.0198	110.7	7.41	829.15
67.6	0.0139	6.7	15.51	703.11
61.1	0.008073	0.4	13.29	641.74
59.3	0.006865	0.6	14.89	608.53
59	0.005965	0.7	14.32	595.17
58.8	0.006257	0.5	9.27	595.7
58.1	0.004797	1	3.75	586.68
57.5	0.006485	1.1	6.68	558.77
57.1	0.007615	1.1	7.26	534
56.1	0.006179	1.1	7.57	530.32
55.3	0.006983	1.2	4.53	526.5
54.3	0.005736	1.4	5.09	523.26
52.9	0.005016	1.4	6.15	521.78
51.5	0.005161	1.5	6.35	524.8
50.1	0.004837	1.6	8.12	525.91
48.9	0.004499	37	7.06	531.47
49.9	0.0071	212	7.37	541.93
52.6	0.0058	414.7	6.53	561.1
55.5	0.0055	589.5	6.1	576.13
58.3	0.0046	713	5.74	606.89
60.6	0.0037	768.6	7.82	609.21
62.7	0.0038	754	6.85	617.37
64.2	0.0036	669.5	6.62	626.16
65.6	0.0035	521.1	5.13	626.77
66.2	0.0029	324.9	6.2	609.55
65.6	0.0025	114.8	4.9	572.76
63.3	0.0036	2.8	2.87	555.35
61.6	0.0035	0.9	2.62	547.9
60.4	0.0034	1	0.8	541.6
58.6	0.0033	1.2	2.93	546.11
57.4	0.0033	1.2	2.07	536.62
56.2	0.0031	1.4	2.92	531.38
57.4	0.003	1.4	6.55	524.35
56.3	0.0032	1.2	8.15	514.38
56.5	0.0032	1.2	5.93	509.65
52.1	0.0044	1.5	4.92	508.38
53	0.0042	1.5	7.18	507.4
53.9	0.0044	1.4	6.29	508.63
51.6	0.0044	1.6	1.46	507.3
48.9	0.0045	36.7	1.46	492.51
50.2	0.0044	209.5	3.59	493.8
55	0.004	413.3	5.77	507.97
60.3	0.0043	576.8	6.43	519.03
64.5	0.0046	713	7.57	536.71
67.3	0.0043	769.6	4.13	548.61
70.2	0.0033	754.4	4.1	561.84
71.9	0.0029	669	2.65	576.49
72.5	0.0027	522.1	2.4	579.3
73	0.0026	324.5	2.18	576.59
72.8	0.0028	113.1	2.6	577.92
71.4	0.0034	2.2	3.73	572.06
68.8	0.0041	0.3	5.72	577.95
67.5	0.0041	0.5	5.58	580.91
65.7	0.0043	0.5	4.23	580.62
65.3	0.0045	0.6	4.67	566.8
64.9	0.0045	0.6	7.42	557.11
62.8	0.005	0.5	8.05	523.85
61	0.0057	0.4	7.48	507.74
60	0.0057	0.6	7.49	495.46
59.1	0.006	1	7.96	495.17
57.9	0.0067	1	6.73	493.02
57.2	0.0082	1.1	6.81	499.21
55.8	0.0096	1.1	6.92	549.23
56	0.006732	40.2	6.64	642.78
55.2	0.005238	209	8.61	769.93
56.3	0.004871	271.7	5.68	859
60	0.004403	536.8	6.66	906.76
67.2	0.0095	712	9.16	904.2
70.7	0.0071	768.6	11.53	887.54
73.6	0.0052	754.9	12.47	884.14
74.8	0.0052	669	12.55	916.3
75.1	0.0048	521.6	11.58	901.52
75	0.0048	332.8	11.99	861.36
73.7	0.0043	113.4	11.78	761.01
71.3	0.004	1	13.86	691.53
68.4	0.0054	0	9.89	679.48
65.7	0.0067	0.4	8.88	679.4
63	0.0079	0.5	5.76	654.19
60.7	0.0085	0.6	7.18	614.71
59.9	0.0095	0.7	7.11	589.68
60.1	0.0103	0.7	10.35	559.05
59.8	0.011	0.9	8.43	532.54
59.4	0.00826	0.9	6.93	511.99
59.6	0.00823	0.7	9.43	505.95
59.7	0.007961	0.7	8.7	503.95
59.6	0.007704	0.7	7.85	511.37
59.5	0.007096	1.1	4.81	574.57
59	0.006195	23.1	5.09	641.89
60.9	0.007865	217.6	8.12	760.11
64.6	0.0132	272.2	11.79	831.86
67.2	0.013	370.3	12.01	858.73
69.7	0.0108	412.8	15.07	871.76
71.8	0.0095	453.3	13.4	863.63
73.5	0.0085	385.5	14.89	883.99
75.1	0.008	548	14.98	892.5
75.4	0.008	412.3	13.38	896.36
74.4	0.0078	241.2	14.51	843.02
72.5	0.0086	76	13.41	730.45
70.6	0.009	1.2	10.01	655.36
69.7	0.0095	0.1	11.37	646.36
68.4	0.01	0.1	7.9	668.57
67.3	0.0106	0.3	8.24	661.21
65.7	0.012	0.4	7.94	639.53
65.6	0.0136	0.4	7.46	619.25
66.3	0.01254	0.4	7.41	595.05
66.8	0.012147	0.4	6.42	576.38
66.5	0.01192	0.4	6.47	560.59
66.5	0.012321	0.4	7.18	555.43
67	0.012791	0.4	6.67	548.76
67.7	0.013007	0.3	6.93	548.48
67.8	0.013	0.4	7.21	575.86
67.7	0.012274	13.6	7.94	646.39
68.6	0.012173	56.5	8.61	773.04
69.7	0.012931	118.5	9.28	845.03
71	0.0165	97.7	10.06	868.73
71.2	0.0166	64.1	6.85	886.1
72.5	0.0167	156.8	8.25	881.32
73.7	0.0154	235.1	9.28	891.72
74.6	0.0144	225.6	10.99	901.7
74.2	0.0146	83.8	8.86	901.88
73.6	0.0151	74.1	8.68	845.49
72.7	0.0161	24.3	5.83	728.09
72.3	0.0162	0.1	6.04	672.24
71.7	0.0167	-0.3	6.82	662.28
71.1	0.0165	-0.3	5.94	658.2
70.9	0.012408	-0.2	5.24	638.21
70.5	0.011655	0	5.47	630.86
70.8	0.015528	0	5.07	588.46
71	0.015351	0	9.7	579.64
70.3	0.01565	0	8.12	562.22
69.3	0.014556	0	6.53	542.02
69	0.014834	0.1	5.81	533.22
69	0.01463	0.1	6.29	527.87
69.2	0.014863	0.1	5.62	533.95
69	0.014524	0.3	8.93	568.58
68.4	0.0107	39.7	11.94	638.09
68.9	0.0117	210.2	9.42	773.54
71.2	0.0146	393.8	8.93	854.96
67.8	0.0126	473.3	6.39	872.34
66.8	0.0114	634.9	3.17	885.04
71	0.0101	685.1	6.24	866.4
72.1	0.0077	704.2	7.24	892.36
73.2	0.0066	655.4	7.87	891.55
73.2	0.0059	507.5	6.5	890.67
72.5	0.0052	305.4	7.35	840.95
68.2	0.0043	101.2	7.22	743.67
62.8	0.0039	2.3	7.66	665.52
56.5	0.0039	0.5	10.09	641.83
53.4	0.0041	0.9	13.81	647.56
52.9	0.0027	1.1	12.19	635.67
52.8	0.0016	1.1	9.3	592.64
52.4	0.0019	1.1	11.56	573.75
51.4	0.0003	1.4	9.93	550.04
51.4	0.005307	1.4	10.57	540.67
51.2	0.0023	1.4	9.18	525.49
49.9	0.0014	1.5	8.18	520.52
49.2	0.0001	1.6	5.08	525.57
47.3	0.0002	1.7	5.7	527.11
46.3	0.0016	1.7	5.44	562.94
45.8	0.0019	27.5	6.19	620.38
47	0.0007	159.5	8.2	755.42
49.4	0.003704	335.7	11.12	831.56
51.9	0.003411	450.9	9.53	875.96
54.2	0.003055	613.9	10.56	894.03
56.1	0.002925	604.1	9.88	873.94
57.5	0.003396	589.5	8.76	867.03
58.4	0.003263	524.1	8.32	875.92
58.3	0.003875	400.6	9.21	858.3
57.6	0.004587	192.7	8.58	815.44
56.3	0.00506	69.2	8.52	659.63
54.2	0.004178	3.1	5.48	605.26
52.6	0.003801	1.2	6.11	586.11
51.3	0.003644	1.4	6.67	585.94
49.6	0.0003	1.4	6.01	576.88
47.8	0.0005	1.7	7.28	555.81
46.5	0.0002	1.7	6.96	507.04
45.4	0	1.8	7.26	497.19
44.3	0.003759	2	7.17	488.21
43.6	0.003928	2	8.87	481.44
43.2	0.004031	2	9.6	481.76
43.2	0.004018	2.1	10.06	479.36
42.5	0.003948	2.1	9.79	476.21
42.2	0.003713	2.1	9.78	478.21
42.3	0.003682	13.6	9.01	481.56
42.7	0.003737	61.1	9.06	481.46
43.7	0.003479	128.3	7.43	496.5
45.4	0.002976	240.8	6.47	532.13
46.5	0.003251	218.3	7.76	558.91
48.1	0.002977	258.6	6.26	554.89
49.8	0.003068	331.8	7.04	546.53
50.4	0.00326	209.8	7.13	539.23
50.8	0.003145	141.2	6.33	547.87
51.1	0.003405	70.4	5.69	550.25
50.6	0.003419	31.4	7.04	518.25
50	0.003044	1.8	6.55	511.57
49.4	0.00324	1.4	3.58	507.41
50.3	0.002392	1.4	3.53	502.57
49.2	0.002142	1.4	3.21	498.09
48.8	0.001965	1.4	2.5	494.63
48.6	0.00408	1.5	5.28	499.35
48.3	0.003671	1.5	3.17	490.03
48.4	0.003628	1.5	2.4	485.5
47.9	0.00375	1.5	3.66	478.97
47.9	0.003889	1.6	3.8	476.56
47.8	0.003852	1.6	3.35	473.63
47	0.003682	1.5	3.98	476.97
44.9	0.0001	1.7	4.67	474.74
43.6	0.002	4.4	5.84	467.62
43.1	0.0021	11.1	6.3	466.6
43.4	0.0017	28.7	5.51	469.74
43.7	0.0018	60.4	5.19	477.99
44.6	0.0025	75.8	4.57	496.93
45.5	0.0018	125.3	5.25	521.81
47.7	0.001	162.7	4.15	524.55
48.9	0.0006	59.7	3.65	527.18
49	0.0007	52.1	4.4	534.65
49.2	0.0007	31.1	5.01	543.76
49.3	0.0005	24.8	5.69	543.32
49.3	0.0003	3.1	5.82	546.03
49.4	0.0001	1.5	5.25	546.42
49.4	0.0002	1.5	4.55	537.74
49.5	0.002176	1.5	2.48	530.95
49.7	0.0009	1.4	1.84	520.62
49.9	0.0034	1.4	1.3	510.62
50.1	0.0039	1.4	1.47	508.75
50.1	0.0037	1.4	2.44	496.28
50.1	0.0035	1.4	4.56	480.11
50.1	0.0034	1.4	3.84	468.36
50	0.0033	1.4	4.42	469.57
50.1	0.0034	1.4	4.59	470.4
50.1	0.0034	1.5	4.87	515.56
50	0.0035	12.6	5.43	591.75
50.3	0.0034	69.9	6.84	726.45
51.6	0.003	150.9	6.61	808.99
52.4	0.0029	152.9	7.42	843.03
54.6	0.0006	460.6	7.95	861.76
56.2	0.003852	313.7	5.92	856.09
58.7	0.002209	368.4	6.27	857.26
60	0.003994	279.6	6.36	870.62
61.4	0.003421	545.5	5.27	865.2
63	0.004342	346.9	5.61	835.72
62.7	0.006517	132.2	5.92	734.8
60.5	0.00599	4.9	5.77	665.85
